"","R0","Trig","Dur","Scenario","variable","Total incidence","Maximum incidence","Mean time","Max time","Median time"
"43","2.0",300,0.5,"PC_CI_SD","PropSocDist",0.639278122391352,4,94,19,0.569220245964903
"44","2.0",300,0.5,"PC_CI_HQ_SD","PropSocDist",0.553088498097276,7,71,28,0.492476059949629
"45","2.0",300,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"46","2.0",300,0.25,"CI_HQ_SD","PropSocDist",0.939482268284546,1,NA,NA,0.83652530737665
"47","2.0",300,0.25,"PC_CI_SD","PropSocDist",0.642350836254104,6,113,27,0.571956224061873
"48","2.0",300,0.25,"PC_CI_HQ_SD","PropSocDist",0.564457539443479,6,84,39,0.502599178956522
"49","2.0",400,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"50","2.0",400,0.75,"CI_HQ_SD","PropSocDist",0.80827738568251,5,197,4,0.719699042046071
"51","2.0",400,0.75,"PC_CI_SD","PropSocDist",0.619151846474757,8,77,16,0.551299589326838
"52","2.0",400,0.75,"PC_CI_HQ_SD","PropSocDist",0.521746816536076,8,60,28,0.464569083217054
"53","2.0",400,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"54","2.0",400,0.5,"CI_HQ_SD","PropSocDist",0.89800063094646,1,NA,NA,0.799589602897533
"55","2.0",400,0.5,"PC_CI_SD","PropSocDist",0.620995474802343,7,85,26,0.552941176193867
"56","2.0",400,0.5,"PC_CI_HQ_SD","PropSocDist",0.536649478846719,7,67,33,0.477838577055298
"57","2.0",400,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"58","2.0",400,0.25,"CI_HQ_SD","PropSocDist",0.906757865480373,1,605,NA,0.807387140496222
"59","2.0",400,0.25,"PC_CI_SD","PropSocDist",0.628062716722686,6,104,26,0.559233925848967
"60","2.0",400,0.25,"PC_CI_HQ_SD","PropSocDist",0.547864884499085,6,81,38,0.48782489715672
"61","2.2",60,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"62","2.2",60,0.75,"CI_HQ_SD","PropSocDist",0.929035041109898,1,NA,NA,0.827222981810183
"63","2.2",60,0.75,"PC_CI_SD","PropSocDist",0.795986530191143,1,NA,NA,0.70875512962225
"64","2.2",60,0.75,"PC_CI_HQ_SD","PropSocDist",0.697659686075474,3,117,9,0.621203830067203
"65","2.2",60,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"66","2.2",60,0.5,"CI_HQ_SD","PropSocDist",0.925194148757785,1,NA,NA,0.823803009167891
"67","2.2",60,0.5,"PC_CI_SD","PropSocDist",0.811964642360967,1,NA,NA,0.722982215800861
"68","2.2",60,0.5,"PC_CI_HQ_SD","PropSocDist",0.708567820355691,4,128,10,0.630916552371506
"69","2.2",60,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"70","2.2",60,0.25,"CI_HQ_SD","PropSocDist",0.956382194617387,1,NA,NA,0.851573186988084
"71","2.2",60,0.25,"PC_CI_SD","PropSocDist",0.822872776614019,1,NA,NA,0.732694938080976
"72","2.2",60,0.25,"PC_CI_HQ_SD","PropSocDist",0.708721456037109,4,146,12,0.631053351265919
"73","2.2",100,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"74","2.2",100,0.75,"CI_HQ_SD","PropSocDist",0.895696095537366,1,NA,NA,0.797537619314093
"75","2.2",100,0.75,"PC_CI_SD","PropSocDist",0.787843838430246,1,NA,NA,0.70150478764337
"76","2.2",100,0.75,"PC_CI_HQ_SD","PropSocDist",0.675536146177041,2,109,8,0.601504787691886
"77","2.2",100,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"78","2.2",100,0.5,"CI_HQ_SD","PropSocDist",0.906911501180418,1,NA,NA,0.807523939407222
"79","2.2",100,0.5,"PC_CI_SD","PropSocDist",0.793681994794467,1,NA,NA,0.706703146049868
"80","2.2",100,0.5,"PC_CI_HQ_SD","PropSocDist",0.684139745007027,2,121,2,0.60916552637612
"81","2.2",100,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"82","2.2",100,0.25,"CI_HQ_SD","PropSocDist",0.904299694378218,1,NA,NA,0.805198358008003
"83","2.2",100,0.25,"PC_CI_SD","PropSocDist",0.803361043503039,1,NA,NA,0.715321477091747
"84","2.2",100,0.25,"PC_CI_HQ_SD","PropSocDist",0.692743343895227,2,138,18,0.616826265112188
"85","2.2",200,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"86","2.2",200,0.75,"CI_HQ_SD","PropSocDist",0.842691781172437,1,NA,NA,0.750341996934361
"87","2.2",200,0.75,"PC_CI_SD","PropSocDist",0.748052193682445,1,NA,NA,0.666073871087109
"88","2.2",200,0.75,"PC_CI_HQ_SD","PropSocDist",0.648035356934579,8,92,16,0.577017783571885
"89","2.2",200,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"90","2.2",200,0.5,"CI_HQ_SD","PropSocDist",0.864047142612555,1,NA,NA,0.769357044792001
"91","2.2",200,0.5,"PC_CI_SD","PropSocDist",0.743289487155673,2,268,3,0.661833105001627
"92","2.2",200,0.5,"PC_CI_HQ_SD","PropSocDist",0.651876249285915,4,103,11,0.580437756213486
"93","2.2",200,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"94","2.2",200,0.25,"CI_HQ_SD","PropSocDist",0.891547931799133,1,NA,NA,0.793844048862242
"95","2.2",200,0.25,"PC_CI_SD","PropSocDist",0.747130379506233,5,171,10,0.665253077642536
"96","2.2",200,0.25,"PC_CI_HQ_SD","PropSocDist",0.654488056078025,6,122,22,0.582763337603721
"97","2.2",300,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"98","2.2",300,0.75,"CI_HQ_SD","PropSocDist",0.790762916613133,1,NA,NA,0.70410396684731
"99","2.2",300,0.75,"PC_CI_SD","PropSocDist",0.719629590300251,2,115,7,0.640766073555018
"100","2.2",300,0.75,"PC_CI_HQ_SD","PropSocDist",0.631442701990186,8,83,15,0.562243501772083
"101","2.2",300,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"102","2.2",300,0.5,"CI_HQ_SD","PropSocDist",0.8247164049548,1,NA,NA,0.734336524959753
"103","2.2",300,0.5,"PC_CI_SD","PropSocDist",0.731766810121844,4,129,10,0.651573187094792
"104","2.2",300,0.5,"PC_CI_HQ_SD","PropSocDist",0.636051772806046,7,94,20,0.56634746893689
"105","2.2",300,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"106","2.2",300,0.25,"CI_HQ_SD","PropSocDist",0.844074502366511,1,NA,NA,0.751573187038674
"107","2.2",300,0.25,"PC_CI_SD","PropSocDist",0.730384088871885,5,157,13,0.65034199694072
"108","2.2",300,0.25,"PC_CI_HQ_SD","PropSocDist",0.637741765443677,6,111,24,0.567852256901904
"109","2.2",400,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"110","2.2",400,0.75,"CI_HQ_SD","PropSocDist",0.739602230588985,1,NA,NA,0.658549931346356
"111","2.2",400,0.75,"PC_CI_SD","PropSocDist",0.706570556329612,2,104,17,0.62913816659486
"112","2.2",400,0.75,"PC_CI_HQ_SD","PropSocDist",0.615925496906527,8,77,20,0.54842681231403
"113","2.2",400,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"114","2.2",400,0.5,"CI_HQ_SD","PropSocDist",0.77463116873162,1,NA,NA,0.689740081747333
"115","2.2",400,0.5,"PC_CI_SD","PropSocDist",0.722241397094689,6,122,5,0.643091654947326
"116","2.2",400,0.5,"PC_CI_HQ_SD","PropSocDist",0.620227296335491,7,91,17,0.552257181668588
"117","2.2",400,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"118","2.2",400,0.25,"CI_HQ_SD","PropSocDist",0.815344627614496,1,NA,NA,0.725991791711537
"119","2.2",400,0.25,"PC_CI_SD","PropSocDist",0.724392296812276,5,142,13,0.645006839627369
"120","2.2",400,0.25,"PC_CI_HQ_SD","PropSocDist",0.62207092465842,6,109,20,0.553898768531469
"121","2.4",60,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"122","2.4",60,0.75,"CI_HQ_SD","PropSocDist",0.807816478625839,1,NA,NA,0.719288645351775
"123","2.4",60,0.75,"PC_CI_SD","PropSocDist",0.877874355070226,1,NA,NA,0.781668946295407
"124","2.4",60,0.75,"PC_CI_HQ_SD","PropSocDist",0.79168473080254,1,NA,NA,0.704924760303631
"125","2.4",60,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"126","2.4",60,0.5,"CI_HQ_SD","PropSocDist",0.819646427065193,1,NA,NA,0.729822161085446
"127","2.4",60,0.5,"PC_CI_SD","PropSocDist",0.873572555636605,1,NA,NA,0.777838576936703
"128","2.4",60,0.5,"PC_CI_HQ_SD","PropSocDist",0.791070188019433,1,NA,NA,0.704377564674838
"129","2.4",60,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"130","2.4",60,0.25,"CI_HQ_SD","PropSocDist",0.84100178853403,1,NA,NA,0.748837208968657
"131","2.4",60,0.25,"PC_CI_SD","PropSocDist",0.888782489310083,1,NA,NA,0.791381668563772
"132","2.4",60,0.25,"PC_CI_HQ_SD","PropSocDist",0.794450173243467,1,NA,NA,0.707387140559252
"133","2.4",100,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"134","2.4",100,0.75,"CI_HQ_SD","PropSocDist",0.765720298498438,1,NA,NA,0.681805745238335
"135","2.4",100,0.75,"PC_CI_SD","PropSocDist",0.851141744304706,1,NA,NA,0.75786593670967
"136","2.4",100,0.75,"PC_CI_HQ_SD","PropSocDist",0.772633904731155,1,NA,NA,0.687961695993494
"137","2.4",100,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"138","2.4",100,0.5,"CI_HQ_SD","PropSocDist",0.779086603909529,1,NA,NA,0.69370725005643
"139","2.4",100,0.5,"PC_CI_SD","PropSocDist",0.861128064417249,1,NA,NA,0.766757865577003
"140","2.4",100,0.5,"PC_CI_HQ_SD","PropSocDist",0.764798484322227,1,NA,NA,0.680984951793763
"141","2.4",100,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"142","2.4",100,0.25,"CI_HQ_SD","PropSocDist",0.80474376477473,1,NA,NA,0.716552667265171
"143","2.4",100,0.25,"PC_CI_SD","PropSocDist",0.88033252614599,2,285,3,0.783857728760128
"144","2.4",100,0.25,"PC_CI_HQ_SD","PropSocDist",0.768639376661144,2,319,3,0.684404924424307
"145","2.4",200,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"146","2.4",200,0.75,"CI_HQ_SD","PropSocDist",0.689056087221426,1,NA,NA,0.613543091361544
"147","2.4",200,0.75,"PC_CI_SD","PropSocDist",0.825177312015352,3,309,5,0.734746921657505
"148","2.4",200,0.75,"PC_CI_HQ_SD","PropSocDist",0.73253498864458,1,NA,NA,0.652257181669832
"149","2.4",200,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"150","2.4",200,0.5,"CI_HQ_SD","PropSocDist",0.709489634509394,1,NA,NA,0.631737345796036
"151","2.4",200,0.5,"PC_CI_SD","PropSocDist",0.811503735259279,2,355,3,0.722571819066481
"152","2.4",200,0.5,"PC_CI_HQ_SD","PropSocDist",0.74651583673477,1,NA,NA,0.66470588202411
"153","2.4",200,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"154","2.4",200,0.25,"CI_HQ_SD","PropSocDist",0.734532252630298,1,NA,NA,0.654035567410539
"155","2.4",200,0.25,"PC_CI_SD","PropSocDist",0.819953698436566,1,NA,NA,0.730095758881874
"156","2.4",200,0.25,"PC_CI_HQ_SD","PropSocDist",0.748052193671579,1,NA,NA,0.666073871077433
"157","2.4",300,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"158","2.4",300,0.75,"CI_HQ_SD","PropSocDist",0.64142902209652,7,232,6,0.571135430633888
"159","2.4",300,0.75,"PC_CI_SD","PropSocDist",0.780776596474975,2,591,5,0.69521203795717
"160","2.4",300,0.75,"PC_CI_HQ_SD","PropSocDist",0.713176891156804,1,NA,NA,0.635020519523182
"161","2.4",300,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"162","2.4",300,0.5,"CI_HQ_SD","PropSocDist",0.668776175621861,1,NA,NA,0.595485635827685
"163","2.4",300,0.5,"PC_CI_SD","PropSocDist",0.796754708644024,4,322,2,0.70943912413509
"164","2.4",300,0.5,"PC_CI_HQ_SD","PropSocDist",0.727311374996715,2,122,2,0.647606018832691
"165","2.4",300,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"166","2.4",300,0.25,"CI_HQ_SD","PropSocDist",0.698427864544655,2,301,9,0.621887824594555
"167","2.4",300,0.25,"PC_CI_SD","PropSocDist",0.812118278040056,1,NA,NA,0.723119014693201
"168","2.4",300,0.25,"PC_CI_HQ_SD","PropSocDist",0.736068609553912,5,148,12,0.655403556452114
"169","2.4",400,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"170","2.4",400,0.75,"CI_HQ_SD","PropSocDist",0.613160054414371,8,220,9,0.545964432012796
"171","2.4",400,0.75,"PC_CI_SD","PropSocDist",0.771097547760194,3,270,4,0.686593706909762
"172","2.4",400,0.75,"PC_CI_HQ_SD","PropSocDist",0.672002525186987,7,197,1,0.598358412837728
"173","2.4",400,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"174","2.4",400,0.5,"CI_HQ_SD","PropSocDist",0.633593601706996,6,238,5,0.564158686451435
"175","2.4",400,0.5,"PC_CI_SD","PropSocDist",0.772172997618599,3,297,9,0.687551299249438
"176","2.4",400,0.5,"PC_CI_HQ_SD","PropSocDist",0.692282436789657,6,226,1,0.616415868374352
"177","2.4",400,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"178","2.4",400,0.25,"CI_HQ_SD","PropSocDist",0.669851625470953,2,285,9,0.596443228159067
"179","2.4",400,0.25,"PC_CI_SD","PropSocDist",0.795832894481783,4,196,13,0.708618330702958
"180","2.4",400,0.25,"PC_CI_HQ_SD","PropSocDist",0.722548668482361,5,145,1,0.643365252758267
"181","2.6",60,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"182","2.6",60,0.75,"CI_HQ_SD","PropSocDist",0.658175312729316,4,418,1,0.586046511334323
"183","2.6",60,0.75,"PC_CI_SD","PropSocDist",0.922121434895033,1,NA,NA,0.82106703107092
"184","2.6",60,0.75,"PC_CI_HQ_SD","PropSocDist",0.851909922811919,1,NA,NA,0.758549931270887
"185","2.6",60,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"186","2.6",60,0.5,"CI_HQ_SD","PropSocDist",0.664167104805225,4,381,5,0.591381668662187
"187","2.6",60,0.5,"PC_CI_SD","PropSocDist",0.920585077943477,1,NA,NA,0.819699042004466
"188","2.6",60,0.5,"PC_CI_HQ_SD","PropSocDist",0.865429863863289,1,NA,NA,0.770588234946765
"189","2.6",60,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"190","2.6",60,0.25,"CI_HQ_SD","PropSocDist",0.681681573897111,1,NA,NA,0.60697674388099
"191","2.6",60,0.25,"PC_CI_SD","PropSocDist",0.935487740245582,1,NA,NA,0.832968535835107
"192","2.6",60,0.25,"PC_CI_HQ_SD","PropSocDist",0.855289908071657,1,NA,NA,0.761559507187092
"193","2.6",100,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"194","2.6",100,0.75,"CI_HQ_SD","PropSocDist",0.623607281595229,3,263,5,0.555266757584793
"195","2.6",100,0.75,"PC_CI_SD","PropSocDist",0.911520572001712,1,NA,NA,0.811627906576867
"196","2.6",100,0.75,"PC_CI_HQ_SD","PropSocDist",0.841309059879789,2,549,4,0.749110806742278
"197","2.6",100,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"198","2.6",100,0.5,"CI_HQ_SD","PropSocDist",0.641275386410446,5,278,12,0.570998631735328
"199","2.6",100,0.5,"PC_CI_SD","PropSocDist",0.905221508566073,1,NA,NA,0.806019151462941
"200","2.6",100,0.5,"PC_CI_HQ_SD","PropSocDist",0.83193728257907,1,NA,NA,0.740766073529308
"201","2.6",100,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"202","2.6",100,0.25,"CI_HQ_SD","PropSocDist",0.655256234553415,3,303,31,0.583447332136602
"203","2.6",100,0.25,"PC_CI_SD","PropSocDist",0.916744185603783,1,NA,NA,0.816279069373231
"204","2.6",100,0.25,"PC_CI_HQ_SD","PropSocDist",0.837621803254887,1,NA,NA,0.745827633035174
"205","2.6",200,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"206","2.6",200,0.75,"CI_HQ_SD","PropSocDist",0.576287487875846,7,227,20,0.513132694683973
"207","2.6",200,0.75,"PC_CI_SD","PropSocDist",0.869270756199879,1,NA,NA,0.774008207575235
"208","2.6",200,0.75,"PC_CI_HQ_SD","PropSocDist",0.793221087692778,1,NA,NA,0.706292749315487
"209","2.6",200,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"210","2.6",200,0.5,"CI_HQ_SD","PropSocDist",0.590575607415026,6,239,19,0.52585499290379
"211","2.6",200,0.5,"PC_CI_SD","PropSocDist",0.868809849123027,1,NA,NA,0.77359781086297
"212","2.6",200,0.5,"PC_CI_HQ_SD","PropSocDist",0.805819214602865,1,NA,NA,0.717510259577893
"213","2.6",200,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"214","2.6",200,0.25,"CI_HQ_SD","PropSocDist",0.610548247627695,4,266,38,0.5436388506274
"215","2.6",200,0.25,"PC_CI_SD","PropSocDist",0.878181626446256,1,NA,NA,0.781942544095981
"216","2.6",200,0.25,"PC_CI_HQ_SD","PropSocDist",0.821029148281,1,NA,NA,0.731053351209109
"217","2.6",300,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"218","2.6",300,0.75,"CI_HQ_SD","PropSocDist",0.5481721558984,7,214,21,0.488098494978028
"219","2.6",300,0.75,"PC_CI_SD","PropSocDist",0.834549089389031,2,225,2,0.743091654935439
"220","2.6",300,0.75,"PC_CI_HQ_SD","PropSocDist",0.777703882606014,1,NA,NA,0.69247605985467
"221","2.6",300,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"222","2.6",300,0.5,"CI_HQ_SD","PropSocDist",0.559694832935334,6,225,26,0.498358412887627
"223","2.6",300,0.5,"PC_CI_SD","PropSocDist",0.846379037811309,1,NA,NA,0.753625170653905
"224","2.6",300,0.5,"PC_CI_HQ_SD","PropSocDist",0.775706618577607,2,298,1,0.690697674075951
"225","2.6",300,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"226","2.6",300,0.25,"CI_HQ_SD","PropSocDist",0.579974744533347,4,244,43,0.516415868420104
"227","2.6",300,0.25,"PC_CI_SD","PropSocDist",0.851602651411828,1,NA,NA,0.758276333448888
"228","2.6",300,0.25,"PC_CI_HQ_SD","PropSocDist",0.776628432736743,4,192,1,0.691518467505319
"229","2.6",400,0.75,"NoInt","PropSocDist",0,0,NA,NA,0
"230","2.6",400,0.75,"CI_HQ_SD","PropSocDist",0.529582236927152,7,203,29,0.471545827400889
"231","2.6",400,0.75,"PC_CI_SD","PropSocDist",0.809506471265799,2,198,4,0.720793433318862
"232","2.6",400,0.75,"PC_CI_HQ_SD","PropSocDist",0.732995895674861,5,345,1,0.65266757834063
"233","2.6",400,0.5,"NoInt","PropSocDist",0,0,NA,NA,0
"234","2.6",400,0.5,"CI_HQ_SD","PropSocDist",0.523590444862109,6,213,37,0.4662106700827
"235","2.6",400,0.5,"PC_CI_SD","PropSocDist",0.807048300147345,2,219,7,0.718604650816129
"236","2.6",400,0.5,"PC_CI_HQ_SD","PropSocDist",0.743135851464165,5,275,11,0.661696306098229
"237","2.6",400,0.25,"NoInt","PropSocDist",0,0,NA,NA,0
"238","2.6",400,0.25,"CI_HQ_SD","PropSocDist",0.555239397807877,4,230,54,0.494391244623452
"239","2.6",400,0.25,"PC_CI_SD","PropSocDist",0.823026412326483,1,NA,NA,0.732831737003033
"240","2.6",400,0.25,"PC_CI_HQ_SD","PropSocDist",0.748820372143864,5,174,14,0.66675786560755
"241","2.0",60,0.75,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"242","2.0",60,0.75,"CI_HQ_SD","Mild",39398608.7,219786.4,346.953761679407,238,343
"243","2.0",60,0.75,"PC_CI_SD","Mild",4723559.9,35612.1,353.232873684951,118,332
"244","2.0",60,0.75,"PC_CI_HQ_SD","Mild",3891193.7,35239,346.341562693217,118,313
"245","2.0",60,0.5,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"246","2.0",60,0.5,"CI_HQ_SD","Mild",39398608.7,219786.4,346.953761679407,238,343
"247","2.0",60,0.5,"PC_CI_SD","Mild",4173005,35612.1,349.94748875211,118,346
"248","2.0",60,0.5,"PC_CI_HQ_SD","Mild",3607182.9,35239,339.97686718353,118,316
"249","2.0",60,0.25,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"250","2.0",60,0.25,"CI_HQ_SD","Mild",39398608.7,219786.4,346.953761679407,238,343
"251","2.0",60,0.25,"PC_CI_SD","Mild",3774790.2,35612.1,330.692301468834,118,290
"252","2.0",60,0.25,"PC_CI_HQ_SD","Mild",3187810.4,35239,337.107449458098,118,307
"253","2.0",100,0.75,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"254","2.0",100,0.75,"CI_HQ_SD","Mild",38709826.4,227859.9,335.778409427328,237,300
"255","2.0",100,0.75,"PC_CI_SD","Mild",7202457.1,51733.4,364.145850934676,119,340
"256","2.0",100,0.75,"PC_CI_HQ_SD","Mild",5906381,51293.2,357.500944419264,119,351
"257","2.0",100,0.5,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"258","2.0",100,0.5,"CI_HQ_SD","Mild",38704038.8,227859.9,335.720229468662,237,300
"259","2.0",100,0.5,"PC_CI_SD","Mild",6567898.1,51733.4,358.696123832981,119,354
"260","2.0",100,0.5,"PC_CI_HQ_SD","Mild",5464648.8,51293.2,351.289724730343,119,326
"261","2.0",100,0.25,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"262","2.0",100,0.25,"CI_HQ_SD","Mild",38704038.8,227859.9,335.720229468662,237,300
"263","2.0",100,0.25,"PC_CI_SD","Mild",5645928.1,51733.4,353.388226623006,119,339
"264","2.0",100,0.25,"PC_CI_HQ_SD","Mild",4673513.3,51293.2,351.460437418676,119,353
"265","2.0",200,0.75,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"266","2.0",200,0.75,"CI_HQ_SD","Mild",37967084.5,238007.3,323.532062112907,237,253
"267","2.0",200,0.75,"PC_CI_SD","Mild",12991132.5,80597.8,378.670079155917,123,373
"268","2.0",200,0.75,"PC_CI_HQ_SD","Mild",10436841.7,77439.4,371.59288996402,122,366
"269","2.0",200,0.5,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"270","2.0",200,0.5,"CI_HQ_SD","Mild",37683430.7,238007.3,320.619677838939,237,252
"271","2.0",200,0.5,"PC_CI_SD","Mild",11638275.2,80597.8,370.115340613358,123,355
"272","2.0",200,0.5,"PC_CI_HQ_SD","Mild",9711538.3,77439.4,369.5353396794,122,342
"273","2.0",200,0.25,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
"274","2.0",200,0.25,"CI_HQ_SD","Mild",37645928.7,238007.3,320.218626127292,237,251
"275","2.0",200,0.25,"PC_CI_SD","Mild",9262814,80597.8,364.760369516218,123,386
"276","2.0",200,0.25,"PC_CI_HQ_SD","Mild",8419751.2,77439.4,371.721710909938,122,364
"277","2.0",300,0.75,"NoInt","Mild",151023631,3859014.7,168.323497814061,168,168
