"","R0","Trig","Dur","Scenario","variable","Total incidence","Maximum incidence","Mean time","Max time","Median time"
"113","2.4","1000","121","CI_SD","Mild",137400203,1134733.3,230.467245987257,179,210
"114","2.4","1000","121","CI_HQ_SDOL70","Mild",130733060,2567139.7,165.719189400141,166,165
"115","2.4","1000","121","MG","Mild",162805755,4108264.6,150.983379417392,152,151
"116","2.4","1000","121","PC","Mild",157186506,3762351.6,154.72248404071,154,154
"117","2.4","1000","121","PC_CI_HQ_SDOL70","Mild",141816120,1244195.3,228.170645946314,175,197
"118","2.4","1000","121","PC_CI_SD","Mild",166704071,4378602.9,291.2419621624,304,303
"119","2.4","1000","121","PC_CI_HQ_SD","Mild",168030218,4732816.9,305.484996841461,314,314
"120","2.4","1000","121","MG_PC_CI_HQ_SDOL70","Mild",147303063,1026221.4,244.555958123559,319,232
"121","2.4","1000","152","NoInt","Mild",169462422,4585488.3,149.12344997642,150,149
"122","2.4","1000","152","CI","Mild",150762640,3510577.1,157.986918655709,159,158
"123","2.4","1000","152","CI_HQ","Mild",134126409,2676787.3,165.141426626131,165,165
"124","2.4","1000","152","CI_HQ_SD","Mild",149283951,1490973.1,280.614931115402,345,321
"125","2.4","1000","152","CI_SD","Mild",135211004,1134733.3,256.539103644257,179,208
"126","2.4","1000","152","CI_HQ_SDOL70","Mild",130617347,2567139.7,165.600043725433,166,165
"127","2.4","1000","152","MG","Mild",162805118,4108264.6,150.982949098689,152,151
"128","2.4","1000","152","PC","Mild",157180498,3762351.6,154.718539433563,154,154
"129","2.4","1000","152","PC_CI_HQ_SDOL70","Mild",140954300,1244195.3,239.25728300591,175,196
"130","2.4","1000","152","PC_CI_SD","Mild",166743645,4327250.3,318.712481411211,334,333
"131","2.4","1000","152","PC_CI_HQ_SD","Mild",168058601,4555830.8,335.562874122105,346,346
"132","2.4","1000","152","MG_PC_CI_HQ_SDOL70","Mild",146324305,976472.3,258.612310002087,352,230
"133","2.4","1000","182","NoInt","Mild",169462422,4585488.3,149.12344997642,150,149
"134","2.4","1000","182","CI","Mild",150762606,3510577.1,157.986881561334,159,158
"135","2.4","1000","182","CI_HQ","Mild",134115925,2676787.3,165.128310955615,165,165
"136","2.4","1000","182","CI_HQ_SD","Mild",148847210,1446087.7,305.805751293558,389,363
"137","2.4","1000","182","CI_SD","Mild",134839471.2,1134733.3,281.348832790439,179,208
"138","2.4","1000","182","CI_HQ_SDOL70","Mild",130604897,2567139.7,165.584309334894,166,165
"139","2.4","1000","182","MG","Mild",162805088,4108264.6,150.982926891081,152,151
"140","2.4","1000","182","PC","Mild",157179650,3762351.6,154.717463997407,154,154
"141","2.4","1000","182","PC_CI_HQ_SDOL70","Mild",140504899,1244195.3,253.388199008634,175,196
"142","2.4","1000","182","PC_CI_SD","Mild",166695573,4163144.2,348.65933198178,367,366
"143","2.4","1000","182","PC_CI_HQ_SD","Mild",168033174,4300905.1,368.663641180759,381,381
"144","2.4","1000","182","MG_PC_CI_HQ_SDOL70","Mild",145793637,910994.5,275.931745639215,395,229
"145","2.4","3000","91","NoInt","Mild",169462422,4585488.3,149.12344997642,150,149
"146","2.4","3000","91","CI","Mild",150820435,3510577.1,158.021714302177,159,158
"147","2.4","3000","91","CI_HQ","Mild",135132840,2676787.3,165.882656991446,165,165
"148","2.4","3000","91","CI_HQ_SD","Mild",150309604,1826222.3,227.204512633803,254,243
"149","2.4","3000","91","CI_SD","Mild",139204172,1146508.8,209.499275481485,177,198
"150","2.4","3000","91","CI_HQ_SDOL70","Mild",131852173,2565407.6,166.340644969878,166,165
"151","2.4","3000","91","MG","Mild",162914521,4090237.3,150.383670701153,151,150
"152","2.4","3000","91","PC","Mild",158098770,3853605.4,152.146268285326,151,151
"153","2.4","3000","91","PC_CI_HQ_SDOL70","Mild",139665331,1326165.9,205.608316938009,167,187
"154","2.4","3000","91","PC_CI_SD","Mild",160906930,2644224.4,254.467576020498,274,271
"155","2.4","3000","91","PC_CI_HQ_SD","Mild",164831869,3399211.9,268.895555540294,287,282
"156","2.4","3000","91","MG_PC_CI_HQ_SDOL70","Mild",143691168,1001376.3,218.621552077578,166,209
"157","2.4","3000","121","NoInt","Mild",169462422,4585488.3,149.12344997642,150,149
"158","2.4","3000","121","CI","Mild",150765269,3510577.1,157.989036258079,159,158
"159","2.4","3000","121","CI_HQ","Mild",134225362,2676787.3,165.23874534978,165,165
"160","2.4","3000","121","CI_HQ_SD","Mild",148609665,1397818.9,252.974635677296,308,280
"161","2.4","3000","121","CI_SD","Mild",135033554,1146508.8,230.835767553004,177,195
"162","2.4","3000","121","CI_HQ_SDOL70","Mild",130790300,2565407.6,165.537303431524,166,165
"163","2.4","3000","121","MG","Mild",162907292,4090237.3,150.37991951275,151,150
"164","2.4","3000","121","PC","Mild",157972652,3853605.4,152.074877504747,151,151
"165","2.4","3000","121","PC_CI_HQ_SDOL70","Mild",140332637,1326165.9,224.243385902454,167,187
"166","2.4","3000","121","PC_CI_SD","Mild",163161362,3340608.4,286.97435699881,315,312
"167","2.4","3000","121","PC_CI_HQ_SD","Mild",165859526,4058576.8,303.022090253652,322,320
"168","2.4","3000","121","MG_PC_CI_HQ_SDOL70","Mild",145299070,1001376.3,240.851502972455,166,211
"169","2.4","3000","152","NoInt","Mild",169462422,4585488.3,149.12344997642,150,149
"170","2.4","3000","152","CI","Mild",150762640,3510577.1,157.986918655709,159,158
"171","2.4","3000","152","CI_HQ","Mild",134126409,2676787.3,165.141426626131,165,165
"172","2.4","3000","152","CI_HQ_SD","Mild",147555364,1296640.6,281.470067831624,361,329
"173","2.4","3000","152","CI_SD","Mild",133797318.8,1146508.8,257.355052709771,177,194
"174","2.4","3000","152","CI_HQ_SDOL70","Mild",130676705,2565407.6,165.419391654389,166,165
"175","2.4","3000","152","MG","Mild",162907145,4090237.3,150.37981937195,151,150
"176","2.4","3000","152","PC","Mild",157971784,3853605.4,152.074370490112,151,151
"177","2.4","3000","152","PC_CI_HQ_SDOL70","Mild",139643398.5,1326165.9,234.819490744491,167,187
"178","2.4","3000","152","PC_CI_SD","Mild",163129000,3133237.2,313.507084197169,347,344
"179","2.4","3000","152","PC_CI_HQ_SD","Mild",165852094,3804845.9,333.09563831012,356,354
"180","2.4","3000","152","MG_PC_CI_HQ_SDOL70","Mild",144627707,1001376.3,254.284700735109,166,210
"181","2.4","3000","182","NoInt","Mild",169462422,4585488.3,149.12344997642,150,149
"182","2.4","3000","182","CI","Mild",150762606,3510577.1,157.986881561334,159,158
"183","2.4","3000","182","CI_HQ","Mild",134115925,2676787.3,165.128310955615,165,165
"184","2.4","3000","182","CI_HQ_SD","Mild",147292711,1270545.9,305.530421301703,405,372
"185","2.4","3000","182","CI_SD","Mild",133548187.7,1146508.8,280.832307313295,177,194
"186","2.4","3000","182","CI_HQ_SDOL70","Mild",130666668,2565407.6,165.406842539216,166,165
"187","2.4","3000","182","MG","Mild",162907148,4090237.3,150.379822578442,151,150
"188","2.4","3000","182","PC","Mild",157970901,3853605.4,152.073419638849,151,151
"189","2.4","3000","182","PC_CI_HQ_SDOL70","Mild",139343649.6,1326165.9,250.354829800582,167,187
"190","2.4","3000","182","PC_CI_SD","Mild",163113665,2898091.7,344.521805941274,386,381
"191","2.4","3000","182","PC_CI_HQ_SD","Mild",165847846,3458038.6,367.990010813888,395,393
"192","2.4","3000","182","MG_PC_CI_HQ_SDOL70","Mild",144371376,1001376.3,273.009549386022,166,210
"193","2.2","100","91","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"194","2.2","100","91","CI","Mild",139367010,3109388.9,169.175502122059,169,169
"195","2.2","100","91","CI_HQ","Mild",124178608,2233302.7,180.687726383597,176,178
"196","2.2","100","91","CI_HQ_SD","Mild",149527941,2869648.7,242.298462442548,249,247
"197","2.2","100","91","CI_SD","Mild",145890368,2358499.5,224.670243521491,236,230
"198","2.2","100","91","CI_HQ_SDOL70","Mild",122076920,2145291.6,182.620982279042,177,179
"199","2.2","100","91","MG","Mild",154472546,3962854.5,162.065161578938,162,162
"200","2.2","100","91","PC","Mild",150088341,3033568.2,174.114550539938,170,172
"201","2.2","100","91","PC_CI_HQ_SDOL70","Mild",141784582,1860005.7,227.792501147974,242,233
"202","2.2","100","91","PC_CI_SD","Mild",158302404,3423297.4,272.321347520408,271,273
"203","2.2","100","91","PC_CI_HQ_SD","Mild",161003665,3952984.8,287.962417144355,292,290
"204","2.2","100","91","MG_PC_CI_HQ_SDOL70","Mild",146505326,2381850.5,239.122158958235,248,245
"205","2.2","100","121","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"206","2.2","100","121","CI","Mild",139128882,3109388.9,169.025578987977,169,169
"207","2.2","100","121","CI_HQ","Mild",121302314,2233302.7,178.526330981617,176,177
"208","2.2","100","121","CI_HQ_SD","Mild",148899682,2048322.7,268.879137780832,291,279
"209","2.2","100","121","CI_SD","Mild",136564921,1140230.1,244.090865995522,248,248
"210","2.2","100","121","CI_HQ_SDOL70","Mild",118253641.7,2145291.6,179.68215800664,177,178
"211","2.2","100","121","MG","Mild",154231061,3962854.5,161.976885521782,162,162
"212","2.2","100","121","PC","Mild",144609932,3033568.2,172.268776421249,170,171
"213","2.2","100","121","PC_CI_HQ_SDOL70","Mild",142209566,1145880,256.056303997159,305,262
"214","2.2","100","121","PC_CI_SD","Mild",161552779,4515031,310.530149744437,312,312
"215","2.2","100","121","PC_CI_HQ_SD","Mild",161774539,4379678.7,326.655740422169,327,328
"216","2.2","100","121","MG_PC_CI_HQ_SDOL70","Mild",148994101,2010490,270.628538666105,301,287
"217","2.2","100","152","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"218","2.2","100","152","CI","Mild",139110167,3109388.9,169.009790445439,169,169
"219","2.2","100","152","CI_HQ","Mild",120837047,2233302.7,177.992534685989,176,177
"220","2.2","100","152","CI_HQ_SD","Mild",149455345,2366275.4,298.504094313255,327,319
"221","2.2","100","152","CI_SD","Mild",133783386,867784.3,271.775153403577,337,270
"222","2.2","100","152","CI_HQ_SDOL70","Mild",117550665,2145291.6,178.811971225344,177,178
"223","2.2","100","152","MG","Mild",154220457,3962854.5,161.970930623685,162,162
"224","2.2","100","152","PC","Mild",144182895,3033568.2,172.006250432827,170,171
"225","2.2","100","152","PC_CI_HQ_SDOL70","Mild",141660777,1183890,272.750998002079,335,286
"226","2.2","100","152","PC_CI_SD","Mild",161607705,4400440.5,340.546846689643,342,343
"227","2.2","100","152","PC_CI_HQ_SD","Mild",161785707,3932975.8,360.337833894684,361,362
"228","2.2","100","152","MG_PC_CI_HQ_SDOL70","Mild",148097678,2027043.5,289.947321179472,328,316
"229","2.2","100","182","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"230","2.2","100","182","CI","Mild",139108891,3109388.9,169.008417035688,169,169
"231","2.2","100","182","CI_HQ","Mild",120772168,2233302.7,177.902599984791,176,177
"232","2.2","100","182","CI_HQ_SD","Mild",149166950,2315155.7,326.115824993405,364,356
"233","2.2","100","182","CI_SD","Mild",132851376,811253.1,298.663343449299,222,271
"234","2.2","100","182","CI_HQ_SDOL70","Mild",117449880.1,2145291.6,178.656768836497,177,178
"235","2.2","100","182","MG","Mild",154219779,3962854.5,161.970427856079,162,162
"236","2.2","100","182","PC","Mild",144148528,3033568.2,171.970635773679,170,171
"237","2.2","100","182","PC_CI_HQ_SDOL70","Mild",139716379,1007354.4,287.448964115367,370,285
"238","2.2","100","182","PC_CI_SD","Mild",161626998,4250326,370.758635206477,373,373
"239","2.2","100","182","PC_CI_HQ_SD","Mild",161805242,3741599.1,392.228587674558,393,394
"240","2.2","100","182","MG_PC_CI_HQ_SDOL70","Mild",145767865,1726703.8,307.292780541857,359,342
"241","2.2","300","91","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"242","2.2","300","91","CI","Mild",139367010,3109388.9,169.175502122059,169,169
"243","2.2","300","91","CI_HQ","Mild",124178608,2233302.7,180.687726383597,176,178
"244","2.2","300","91","CI_HQ_SD","Mild",148958756,2726133.9,243.159902093973,252,249
"245","2.2","300","91","CI_SD","Mild",143813757,2129542.9,225.40603139587,241,233
"246","2.2","300","91","CI_HQ_SDOL70","Mild",121901203,2143787.2,182.442354030747,177,179
"247","2.2","300","91","MG","Mild",154365431,3948927.7,161.447236969137,162,161
"248","2.2","300","91","PC","Mild",147507689,3036934.8,170.467034450658,167,169
"249","2.2","300","91","PC_CI_HQ_SDOL70","Mild",141113584,1696238.5,228.672381257073,244,235
"250","2.2","300","91","PC_CI_SD","Mild",158646385,3331448.8,274.816470217711,276,278
"251","2.2","300","91","PC_CI_HQ_SD","Mild",160936338,4121713.7,289.86496282151,294,293
"252","2.2","300","91","MG_PC_CI_HQ_SDOL70","Mild",145567121,2106391,240.529773955617,253,248
"253","2.2","300","121","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"254","2.2","300","121","CI","Mild",139128882,3109388.9,169.025578987977,169,169
"255","2.2","300","121","CI_HQ","Mild",121302314,2233302.7,178.526330981617,176,177
"256","2.2","300","121","CI_HQ_SD","Mild",148911684,2144672.2,270.153609947759,295,284
"257","2.2","300","121","CI_SD","Mild",135879391,954547.4,246.376123421837,289,251
"258","2.2","300","121","CI_HQ_SDOL70","Mild",118230885.7,2143787.2,179.606836963753,177,178
"259","2.2","300","121","MG","Mild",154246094,3948927.7,161.397605082953,162,161
"260","2.2","300","121","PC","Mild",144417330,3036934.8,169.141622601664,167,168
"261","2.2","300","121","PC_CI_HQ_SDOL70","Mild",142642148,1207794.1,257.013630284087,311,268
"262","2.2","300","121","PC_CI_SD","Mild",161049006,4434790.7,312.074424700268,316,316
"263","2.2","300","121","PC_CI_HQ_SD","Mild",161440681,4307988.6,327.58648091617,330,331
"264","2.2","300","121","MG_PC_CI_HQ_SDOL70","Mild",148837497,2025124.9,271.605329465464,306,294
"265","2.2","300","152","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"266","2.2","300","152","CI","Mild",139110167,3109388.9,169.009790445439,169,169
"267","2.2","300","152","CI_HQ","Mild",120837047,2233302.7,177.992534685989,176,177
"268","2.2","300","152","CI_HQ_SD","Mild",148591897,2246514.5,300.619625661687,335,326
"269","2.2","300","152","CI_SD","Mild",132935894,814653.3,274.540979330985,352,260
"270","2.2","300","152","CI_HQ_SDOL70","Mild",117551271,2143787.2,178.759908248887,177,178
"271","2.2","300","152","MG","Mild",154240901,3948927.7,161.39442413851,162,161
"272","2.2","300","152","PC","Mild",144305794,3036934.8,169.058060281349,167,168
"273","2.2","300","152","PC_CI_HQ_SDOL70","Mild",140999792,1113542.3,271.178921285217,341,279
"274","2.2","300","152","PC_CI_SD","Mild",161069584,4290400.3,341.295254043743,345,346
"275","2.2","300","152","PC_CI_HQ_SD","Mild",161423105,4051525,359.504721102348,362,363
"276","2.2","300","152","MG_PC_CI_HQ_SDOL70","Mild",147103485,1881594.5,288.535843114118,333,319
"277","2.2","300","182","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"278","2.2","300","182","CI","Mild",139108891,3109388.9,169.008417035688,169,169
"279","2.2","300","182","CI_HQ","Mild",120772168,2233302.7,177.902599984791,176,177
"280","2.2","300","182","CI_HQ_SD","Mild",148088625,2165272.7,327.032957159944,372,363
"281","2.2","300","182","CI_SD","Mild",132120786.9,761861.3,300.217167276045,408,257
"282","2.2","300","182","CI_HQ_SDOL70","Mild",117445788,2143787.2,178.598093845647,177,178
"283","2.2","300","182","MG","Mild",154240570,3948927.7,161.394158988131,162,161
"284","2.2","300","182","PC","Mild",144276745,3036934.8,169.020310553166,167,168
"285","2.2","300","182","PC_CI_HQ_SDOL70","Mild",139604764,985137.1,287.773763401083,380,275
"286","2.2","300","182","PC_CI_SD","Mild",161052509,4096628.8,373.20333079381,378,379
"287","2.2","300","182","PC_CI_HQ_SD","Mild",161443953,3522167.2,396.740583628425,399,401
"288","2.2","300","182","MG_PC_CI_HQ_SDOL70","Mild",145559400,1676226.6,307.891393293734,367,349
"289","2.2","1000","91","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"290","2.2","1000","91","CI","Mild",139367010,3109388.9,169.175502122059,169,169
"291","2.2","1000","91","CI_HQ","Mild",124178608,2233302.7,180.687726383597,176,178
"292","2.2","1000","91","CI_HQ_SD","Mild",147801898,2452947.3,243.821974681272,256,253
"293","2.2","1000","91","CI_SD","Mild",140215145,1656808.1,225.866272209753,247,235
"294","2.2","1000","91","CI_HQ_SDOL70","Mild",121736419,2140771,182.224820384276,177,179
"295","2.2","1000","91","MG","Mild",154323997,3928346.9,160.696922323104,161,161
"296","2.2","1000","91","PC","Mild",145921806,3072974.7,165.951075379371,164,165
"297","2.2","1000","91","PC_CI_HQ_SDOL70","Mild",139740246,1300208.6,229.567352121307,251,237
"298","2.2","1000","91","PC_CI_SD","Mild",158350821,3292403,276.561593668656,288,284
"299","2.2","1000","91","PC_CI_HQ_SD","Mild",160267569,4119185.4,290.648622570047,297,296
"300","2.2","1000","91","MG_PC_CI_HQ_SDOL70","Mild",144226721,1632584.1,241.997702086703,261,252
"301","2.2","1000","121","NoInt","Mild",161709285,4429788.6,158.539835820188,159,159
"302","2.2","1000","121","CI","Mild",139128882,3109388.9,169.025578987977,169,169
"303","2.2","1000","121","CI_HQ","Mild",121302314,2233302.7,178.526330981617,176,177
"304","2.2","1000","121","CI_HQ_SD","Mild",147824448,2096153.1,271.719963574631,302,291
"305","2.2","1000","121","CI_SD","Mild",134106418,868833.7,248.726772062468,306,249
"306","2.2","1000","121","CI_HQ_SDOL70","Mild",118163534,2140771,179.412854381116,177,178
"307","2.2","1000","121","MG","Mild",154277064,3928346.9,160.67466090747,161,161
